Class;3.134;3.139;3.144;3.149;3.154;3.159;3.164;3.169;3.174;3.179;3.184;3.189;3.194;3.199;3.204;3.209;3.214;3.219;3.224;3.229;3.234;3.239;3.244;3.249;3.254;3.259;3.264;3.269;3.274;3.279;3.284;3.289;3.294;3.299;3.304;3.309;3.314;3.319;3.324;3.329;3.334;3.339;3.344;3.349;3.354;3.359;3.364;3.369;3.374;3.379;3.384;3.389;3.394;3.399;3.404;3.409;3.414;3.419;3.424;3.429;3.434;3.439;3.444;3.449;3.454;3.459;3.464;3.469;3.474;3.479
A;107.0;95.0;80.0;88.0;100.0;102.0;131.0;116.0;118.0;132.0;140.0;136.0;166.0;149.0;218.0;199.0;221.0;229.0;295.0;306.0;325.0;349.0;424.0;462.0;494.0;536.0;574.0;656.0;725.0;688.0;781.0;745.0;811.0;876.0;880.0;872.0;892.0;892.0;877.0;842.0;841.0;819.0;839.0;753.0;662.0;639.0;617.0;579.0;473.0;486.0;425.0;353.0;305.0;264.0;253.0;231.0;221.0;171.0;164.0;138.0;128.0;109.0;109.0;96.0;82.0;100.0;80.0;98.0;101.0;80.0
A;75.0;64.0;93.0;84.0;72.0;86.0;74.0;100.0;111.0;123.0;106.0;138.0;160.0;147.0;198.0;200.0;244.0;263.0;273.0;326.0;390.0;378.0;440.0;473.0;552.0;601.0;652.0;714.0;746.0;752.0;783.0;856.0;848.0;932.0;889.0;897.0;907.0;950.0;904.0;832.0;866.0;795.0;733.0;743.0;667.0;609.0;576.0;517.0;450.0;416.0;386.0;328.0;303.0;259.0;236.0;156.0;156.0;149.0;119.0;110.0;110.0;105.0;78.0;87.0;69.0;77.0;67.0;85.0;74.0;71.0
A;78.0;67.0;65.0;61.0;56.0;62.0;67.0;68.0;87.0;65.0;93.0;105.0;111.0;113.0;117.0;149.0;148.0;151.0;146.0;203.0;198.0;236.0;231.0;246.0;290.0;318.0;344.0;330.0;355.0;383.0;456.0;436.0;432.0;464.0;454.0;423.0;449.0;475.0;432.0;407.0;389.0;376.0;412.0;331.0;346.0;283.0;278.0;245.0;248.0;214.0;181.0;206.0;175.0;139.0;129.0;114.0;110.0;119.0;86.0;77.0;69.0;79.0;63.0;83.0;80.0;57.0;65.0;64.0;68.0;62.0
A;150.0;155.0;151.0;194.0;235.0;233.0;269.0;327.0;409.0;441.0;499.0;558.0;701.0;800.0;980.0;1114.0;1320.0;1598.0;1737.0;2118.0;2389.0;2669.0;2993.0;3378.0;3723.0;4163.0;4516.0;4951.0;5337.0;5493.0;5966.0;6127.0;6225.0;6346.0;6530.0;6791.0;6627.0;6565.0;6431.0;6472.0;6129.0;5822.0;5454.0;5043.0;4815.0;4403.0;4081.0;3505.0;3194.0;2826.0;2510.0;2176.0;1896.0;1699.0;1407.0;1219.0;955.0;862.0;687.0;600.0;523.0;431.0;350.0;295.0;266.0;227.0;243.0;251.0;237.0;212.0
A;116.0;133.0;160.0;172.0;167.0;190.0;228.0;274.0;284.0;334.0;349.0;481.0;503.0;633.0;738.0;852.0;976.0;1114.0;1286.0;1508.0;1685.0;1936.0;2154.0;2310.0;2594.0;2866.0;3185.0;3290.0;3630.0;3841.0;3994.0;4060.0;4264.0;4447.0;4535.0;4485.0;4483.0;4398.0;4252.0;4233.0;3985.0;3722.0;3691.0;3394.0;3100.0;2826.0;2524.0;2323.0;2093.0;1862.0;1580.0;1350.0;1185.0;1041.0;871.0;774.0;643.0;551.0;458.0;383.0;295.0;303.0;223.0;211.0;191.0;174.0;174.0;160.0;173.0;179.0
A;74.0;66.0;64.0;69.0;77.0;69.0;79.0;81.0;83.0;79.0;93.0;119.0;96.0;108.0;116.0;115.0;144.0;183.0;183.0;217.0;226.0;245.0;239.0;294.0;320.0;357.0;360.0;401.0;401.0;442.0;454.0;523.0;515.0;572.0;514.0;580.0;511.0;530.0;561.0;535.0;542.0;473.0;493.0;428.0;428.0;403.0;374.0;338.0;329.0;280.0;243.0;233.0;209.0;206.0;160.0;139.0;128.0;123.0;104.0;91.0;101.0;84.0;78.0;71.0;87.0;78.0;68.0;57.0;53.0;74.0
A;64.0;77.0;72.0;75.0;69.0;72.0;64.0;77.0;71.0;85.0;96.0;79.0;71.0;86.0;62.0;90.0;87.0;105.0;93.0;89.0;96.0;110.0;110.0;119.0;149.0;140.0;158.0;150.0;160.0;139.0;141.0;174.0;166.0;184.0;193.0;176.0;170.0;194.0;154.0;149.0;171.0;165.0;154.0;145.0;159.0;128.0;121.0;115.0;93.0;85.0;101.0;105.0;83.0;68.0;69.0;66.0;52.0;64.0;53.0;54.0;67.0;58.0;57.0;48.0;50.0;58.0;39.0;52.0;52.0;50.0
A;139.0;149.0;160.0;162.0;192.0;188.0;224.0;236.0;245.0;275.0;332.0;364.0;427.0;467.0;586.0;586.0;729.0;833.0;918.0;1069.0;1212.0;1384.0;1514.0;1730.0;1963.0;2079.0;2263.0;2482.0;2607.0;2774.0;2933.0;3113.0;3184.0;3312.0;3323.0;3372.0;3442.0;3385.0;3272.0;3236.0;3103.0;2955.0;2790.0;2636.0;2419.0;2319.0;2025.0;1855.0;1762.0;1510.0;1281.0;1107.0;1060.0;924.0;806.0;655.0;534.0;483.0;456.0;346.0;355.0;273.0;251.0;266.0;223.0;189.0;176.0;208.0;184.0;192.0
A;78.0;80.0;95.0;95.0;91.0;102.0;88.0;112.0;114.0;99.0;156.0;140.0;176.0;182.0;215.0;284.0;247.0;302.0;278.0;362.0;391.0;431.0;488.0;490.0;622.0;638.0;707.0;794.0;818.0;851.0;866.0;927.0;963.0;1005.0;1024.0;1055.0;1039.0;1089.0;969.0;1005.0;978.0;938.0;910.0;840.0;833.0;720.0;700.0;602.0;591.0;495.0;438.0;367.0;361.0;319.0;285.0;242.0;193.0;189.0;186.0;147.0;118.0;115.0;106.0;119.0;105.0;75.0;95.0;82.0;65.0;86.0
