Class;8.32;8.34;8.36;8.38;8.4;8.42;8.44;8.46;8.48;8.5;8.52;8.54;8.56;8.58;8.6;8.62;8.64;8.66;8.68;8.7;8.72;8.74;8.76;8.78;8.8;8.82;8.84
A;0.0887;0.0963;0.106;0.0983;0.091;0.0988;0.0933;0.0988;0.1043;0.1068;0.1145;0.1133;0.1203;0.1273;0.147;0.1472;0.14;0.1427;0.1315;0.1187;0.1155;0.1198;0.1187;0.1203;0.1187;0.112;0.1108
A;0.1031;0.1;0.1008;0.1061;0.0964;0.1014;0.0961;0.1028;0.1003;0.1156;0.1125;0.1081;0.1269;0.1128;0.125;0.1286;0.1339;0.1386;0.1311;0.1203;0.1169;0.1183;0.1158;0.1053;0.1131;0.1103;0.0975
A;0.0914;0.0891;0.0914;0.0891;0.0889;0.0906;0.0969;0.0931;0.1074;0.1031;0.106;0.1083;0.1229;0.1206;0.1303;0.1309;0.132;0.1309;0.1191;0.1129;0.1046;0.1106;0.1131;0.1097;0.1103;0.1014;0.1146
A;0.085;0.0963;0.1068;0.095;0.1008;0.102;0.0995;0.103;0.1075;0.107;0.1105;0.1293;0.129;0.137;0.1318;0.1445;0.1373;0.144;0.1363;0.12;0.123;0.1208;0.1165;0.1165;0.1113;0.1068;0.1113
A;0.1;0.1014;0.1144;0.0906;0.0908;0.0919;0.0942;0.105;0.1108;0.1111;0.1228;0.12;0.1319;0.1525;0.1561;0.1492;0.1611;0.1558;0.1478;0.1439;0.1183;0.1231;0.1175;0.1128;0.1097;0.1167;0.1208
A;0.093;0.0865;0.0843;0.0875;0.0887;0.0943;0.0935;0.0935;0.092;0.1;0.1005;0.107;0.1268;0.1215;0.127;0.132;0.1213;0.123;0.1205;0.1208;0.1175;0.1098;0.0988;0.1038;0.098;0.099;0.103
A;0.0869;0.0929;0.0883;0.098;0.0806;0.092;0.0917;0.0926;0.0983;0.0946;0.11;0.1103;0.1214;0.1323;0.144;0.1506;0.1389;0.1323;0.12;0.1186;0.1111;0.1103;0.1049;0.0977;0.11;0.1177;0.1031
A;0.0917;0.0886;0.1028;0.1019;0.0917;0.0856;0.1017;0.0961;0.0864;0.1056;0.0981;0.1044;0.0969;0.1128;0.1128;0.1111;0.1125;0.1153;0.1136;0.1122;0.1142;0.1097;0.1081;0.1036;0.0978;0.1097;0.1053
A;0.0937;0.1037;0.1059;0.0932;0.0939;0.1054;0.0988;0.1056;0.1056;0.0976;0.1117;0.1244;0.1376;0.1427;0.1388;0.1498;0.1463;0.1327;0.1295;0.1259;0.1095;0.1307;0.1168;0.1217;0.1078;0.1132;0.1098
A;0.0985;0.0982;0.1015;0.0997;0.0932;0.1012;0.1129;0.1035;0.1121;0.1018;0.1091;0.125;0.1235;0.1444;0.1435;0.1394;0.1359;0.1397;0.1326;0.1291;0.1265;0.11;0.1171;0.1209;0.1118;0.1197;0.12
A;0.0666;0.0676;0.071;0.0737;0.0746;0.0771;0.0812;0.0776;0.0832;0.0776;0.0861;0.0934;0.102;0.0866;0.1063;0.1046;0.1124;0.108;0.0929;0.0893;0.0941;0.0878;0.088;0.0917;0.0844;0.0871;0.0883
B;0.0932;0.1008;0.0968;0.0989;0.0978;0.1022;0.0914;0.1032;0.1092;0.0954;0.1038;0.1149;0.1219;0.1151;0.1341;0.1292;0.12;0.1259;0.1278;0.1178;0.107;0.1189;0.1057;0.1154;0.1032;0.1132;0.1043
B;0.0942;0.1006;0.1047;0.0931;0.0936;0.0928;0.0986;0.105;0.0978;0.1011;0.1097;0.1086;0.1225;0.1244;0.1197;0.1294;0.1225;0.1261;0.1114;0.1192;0.1244;0.1192;0.12;0.1161;0.11;0.1083;0.1158
B;0.0943;0.1014;0.1029;0.0986;0.0909;0.1023;0.0989;0.1034;0.1089;0.1071;0.1126;0.1214;0.1346;0.1323;0.1409;0.1254;0.136;0.13;0.1357;0.1263;0.1217;0.1271;0.1146;0.1123;0.1211;0.1123;0.1077
B;0.0974;0.0944;0.097;0.0981;0.0947;0.0953;0.0974;0.0928;0.1084;0.1074;0.1053;0.1095;0.11;0.1163;0.1237;0.1272;0.1191;0.1247;0.1188;0.1191;0.1091;0.1135;0.1112;0.0998;0.1272;0.1049;0.1093
B;0.0867;0.088;0.094;0.0917;0.0795;0.0875;0.094;0.0915;0.0985;0.1055;0.0998;0.1155;0.1253;0.1208;0.134;0.1333;0.1265;0.119;0.114;0.109;0.121;0.1068;0.1125;0.1025;0.1027;0.1125;0.1058
B;0.0975;0.1003;0.0933;0.0986;0.1033;0.1;0.0989;0.1064;0.1103;0.1042;0.1144;0.1139;0.1214;0.1208;0.1314;0.1242;0.1322;0.1289;0.1186;0.1261;0.1131;0.1133;0.12;0.1169;0.1136;0.1167;0.1256
B;0.0919;0.0889;0.0895;0.0922;0.0968;0.09;0.0932;0.0943;0.1008;0.1041;0.1103;0.1138;0.1149;0.1281;0.1154;0.1346;0.1289;0.1311;0.1151;0.1173;0.1197;0.1043;0.0995;0.09;0.1076;0.1086;0.1057
B;0.0943;0.0995;0.098;0.092;0.0965;0.0948;0.099;0.0945;0.1108;0.1083;0.106;0.1175;0.1233;0.1285;0.1395;0.139;0.142;0.1375;0.1235;0.1285;0.1185;0.1078;0.1187;0.1008;0.1095;0.1108;0.1223
B;0.0903;0.0931;0.0903;0.0931;0.0943;0.0991;0.09;0.1023;0.1077;0.1103;0.1166;0.1086;0.1169;0.1246;0.1366;0.1343;0.134;0.1386;0.1351;0.1189;0.1183;0.106;0.1117;0.1046;0.1157;0.1069;0.1131
B;0.0838;0.0949;0.0951;0.0923;0.0967;0.0836;0.0921;0.0931;0.0972;0.0987;0.1008;0.1023;0.1246;0.1197;0.1272;0.1251;0.1336;0.1267;0.1349;0.1144;0.1018;0.1051;0.1018;0.0951;0.1121;0.0992;0.1
Multivariate_threshold|Zn > 0.026772;0.09528271047192774;0.09939641845268547;0.10230968660917944;0.09687004940615415;0.09465774012391662;0.09851872294982425;0.09823549674726582;0.10212888491358627;0.10741528911228951;0.10662896250289176;0.11258924281510213;0.11773596879233848;0.12664688940256272;0.13356144796924665;0.13876543219455326;0.1394703444863464;0.13841333279335116;0.13756739201269108;0.13137844169508708;0.1259775721608511;0.11804964037786365;0.11824272347978343;0.11583858210809378;0.11213799181280183;0.11347939548302721;0.11302942182829534;0.11367066271159233
Multivariate_threshold|Zn > 0.007330;0.09255995375447146;0.09577153199962818;0.09837777324924955;0.09505212020929056;0.0928210854476114;0.09571794371610275;0.09651873626456374;0.09913399183913225;0.10401876201750332;0.10399019153518033;0.1090179798366907;0.1141757284815305;0.1230164738860255;0.12720935429928215;0.13361384426286738;0.13465407753719388;0.1335623901620675;0.13281551389554044;0.1262208644494536;0.12123213350418512;0.11551688487580615;0.11443205692040904;0.1123248566409579;0.10876993282673046;0.11045473827128692;0.11003413885224521;0.11045523867975336
Multivariate_threshold|Zn > -0.018889;0.08888786242407276;0.0908827683313167;0.09307493261412805;0.09260033962959996;0.09034405043726443;0.091940626015784;0.09420339856124116;0.0950948792648557;0.09943797901244629;0.10043136898914928;0.10420153636323559;0.10937415091287142;0.11812025335388934;0.11864249706014234;0.12666606914199524;0.12815853866092167;0.127020085347835;0.12640681409315707;0.11926501174027511;0.11483211838775498;0.11210104185850792;0.10929273780827338;0.1075860120932434;0.10422754381204884;0.10637548379605205;0.10599450043066776;0.10611870334585018
Multivariate_threshold|Zn <= 0.000540;0.09160898687781309;0.09450548170346892;0.09700448883378512;0.09441717899723011;0.09217960405861028;0.0947397262121202;0.09591912986427875;0.09808797693273985;0.1028324699253358;0.10306855804170915;0.10777065840744512;0.1129322568974496;0.12174849247490668;0.12499078271745867;0.13181456875146466;0.1329719183092231;0.13186811989056468;0.13115584350987713;0.12441949707316208;0.11957471220437851;0.11463227900055883;0.11310111991354334;0.11109763111930392;0.10759358368255216;0.1093983277579385;0.10898798776640618;0.10933219976515403
Multivariate_threshold|Zn > 0.000540;0.09160898687781309;0.09450548170346892;0.09700448883378512;0.09441717899723011;0.09217960405861028;0.0947397262121202;0.09591912986427875;0.09808797693273985;0.1028324699253358;0.10306855804170915;0.10777065840744512;0.1129322568974496;0.12174849247490668;0.12499078271745867;0.13181456875146466;0.1329719183092231;0.13186811989056468;0.13115584350987713;0.12441949707316208;0.11957471220437851;0.11463227900055883;0.11310111991354334;0.11109763111930392;0.10759358368255216;0.1093983277579385;0.10898798776640618;0.10933219976515403
Multivariate_threshold|Zn <= -0.018889;0.08888786242407276;0.0908827683313167;0.09307493261412805;0.09260033962959996;0.09034405043726443;0.091940626015784;0.09420339856124116;0.0950948792648557;0.09943797901244629;0.10043136898914928;0.10420153636323559;0.10937415091287142;0.11812025335388934;0.11864249706014234;0.12666606914199524;0.12815853866092167;0.127020085347835;0.12640681409315707;0.11926501174027511;0.11483211838775498;0.11210104185850792;0.10929273780827338;0.1075860120932434;0.10422754381204884;0.10637548379605205;0.10599450043066776;0.10611870334585018
Multivariate_threshold|Zn <= 0.007330;0.09255995375447146;0.09577153199962818;0.09837777324924955;0.09505212020929056;0.0928210854476114;0.09571794371610275;0.09651873626456374;0.09913399183913225;0.10401876201750332;0.10399019153518033;0.1090179798366907;0.1141757284815305;0.1230164738860255;0.12720935429928215;0.13361384426286738;0.13465407753719388;0.1335623901620675;0.13281551389554044;0.1262208644494536;0.12123213350418512;0.11551688487580615;0.11443205692040904;0.1123248566409579;0.10876993282673046;0.11045473827128692;0.11003413885224521;0.11045523867975336
Multivariate_threshold|Zn <= 0.026772;0.09528271047192774;0.09939641845268547;0.10230968660917944;0.09687004940615415;0.09465774012391662;0.09851872294982425;0.09823549674726582;0.10212888491358627;0.10741528911228951;0.10662896250289176;0.11258924281510213;0.11773596879233848;0.12664688940256272;0.13356144796924665;0.13876543219455326;0.1394703444863464;0.13841333279335116;0.13756739201269108;0.13137844169508708;0.1259775721608511;0.11804964037786365;0.11824272347978343;0.11583858210809378;0.11213799181280183;0.11347939548302721;0.11302942182829534;0.11367066271159233
