model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;SMX;1;zero;0.746194;0.746194;0.0;0.758621;0.758621;0.0;0.022069;Fe ka
pls;SMX;2;zero;0.746194;0.746194;0.0;0.758621;0.758621;0.0;0.060748;"Fe ka; Rayleigh ka"
pls;SMX;3;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.073892;"Fe ka; Rayleigh ka; Zn ka"
pls;SMX;4;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.081054;"Fe ka; Rayleigh ka; Zn ka; K"
pls;SMX;5;zero;0.746194;0.641567;0.104627;0.758621;0.689655;0.068966;0.094831;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka"
pls;SMX;6;zero;0.746194;0.541701;0.204494;0.758621;0.551724;0.206897;0.131449;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb"
pls;SMX;7;zero;0.746194;0.62069;0.125505;0.758621;0.62069;0.137931;0.157938;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr"
pls;SMX;8;zero;0.746194;0.62069;0.125505;0.758621;0.62069;0.137931;0.15466;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn"
pls;SMX;9;zero;0.746194;0.341651;0.404543;0.758621;0.344828;0.413793;0.184147;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka"
pls;SMX;10;zero;0.746194;0.357367;0.388828;0.758621;0.37931;0.37931;0.1737;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr"
pls;SMX;11;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.140151;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2"
pls;SMX;12;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.137056;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S"
pls;SMX;13;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.146617;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb"
pls;SMX;14;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.14559;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu"
pls;SMX;15;zero;0.746194;0.359262;0.386932;0.758621;0.482759;0.275862;0.147207;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si"
pls;SMX;16;zero;0.746194;0.341544;0.404651;0.758621;0.448276;0.310345;0.149169;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb"
pls;SMX;17;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.146012;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb"
pls;SMX;18;zero;0.746194;0.341544;0.404651;0.758621;0.448276;0.310345;0.148989;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al"
pls;SMX;19;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.145537;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb"
pls;SMX;20;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.145348;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb"
pls;SMX;21;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.144385;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb; P"
pls;SMX;22;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.142383;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb; P; Rh L + Ar"
pls;SMX;23;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.141019;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb; P; Rh L + Ar; background1"
pls;SMX;24;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134938;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb; P; Rh L + Ar; background1; background3"
pls;SMX;25;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134141;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb; P; Rh L + Ar; background1; background3; Ti ka"
pls;SMX;26;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134508;"Fe ka; Rayleigh ka; Zn ka; K; Ca ka; Compton kb; Sr; Mn; Compton ka; Zr; background2; S; Rayleigh kb; Cu; Si; Ca kb; Zn kb; Al; Rb; Fe kb; P; Rh L + Ar; background1; background3; Ti ka; Ni"
pls;SHAP;1;zero;0.746194;0.746194;0.0;0.758621;0.758621;0.0;0.022069;Fe ka
pls;SHAP;2;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.04776;"Fe ka; Zn ka"
pls;SHAP;3;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.070884;"Fe ka; Zn ka; Compton ka"
pls;SHAP;4;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.081583;"Fe ka; Zn ka; Compton ka; K"
pls;SHAP;5;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.113845;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka"
pls;SHAP;6;zero;0.746194;0.482264;0.263931;0.758621;0.551724;0.206897;0.133802;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr"
pls;SHAP;7;zero;0.746194;0.458238;0.287957;0.758621;0.517241;0.241379;0.148712;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka"
pls;SHAP;8;zero;0.746194;0.482264;0.263931;0.758621;0.551724;0.206897;0.148523;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb"
pls;SHAP;9;zero;0.746194;0.423851;0.322344;0.758621;0.517241;0.241379;0.145071;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb"
pls;SHAP;10;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.141514;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn"
pls;SHAP;11;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.143476;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb"
pls;SHAP;12;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.142449;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu"
pls;SHAP;13;zero;0.746194;0.330178;0.416017;0.758621;0.344828;0.413793;0.181301;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb"
pls;SHAP;14;zero;0.746194;0.341544;0.404651;0.758621;0.448276;0.310345;0.147752;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2"
pls;SHAP;15;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.144656;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S"
pls;SHAP;16;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.143743;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P"
pls;SHAP;17;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.136763;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3"
pls;SHAP;18;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134018;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb"
pls;SHAP;19;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.13225;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar"
pls;SHAP;20;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.124823;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr"
pls;SHAP;21;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.127098;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr; Al"
pls;SHAP;22;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.128792;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr; Al; Si"
pls;SHAP;23;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.128182;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr; Al; Si; Ti ka"
