Class;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;419;420
A;58.0;48.0;46.0;56.0;55.0;55.0;38.0;54.0;53.0;54.0;51.0;63.0;41.0;51.0;47.0;53.0;59.0;70.0;59.0;73.0;63.0;68.0;64.0;54.0;59.0;56.0;70.0;82.0;63.0;70.0;66.0;68.0;71.0;67.0;50.0;55.0;50.0;46.0;66.0;49.0;54.0;64.0;60.0;58.0;54.0;62.0;66.0;58.0;53.0;48.0;52.0;47.0;51.0;52.0;49.0;52.0;40.0;39.0;52.0;32.0;29.0;32.0;33.0;24.0;37.0;32.0;37.0;32.0;36.0;20.0;38.0
A;39.0;28.0;39.0;44.0;37.0;47.0;33.0;53.0;42.0;46.0;52.0;55.0;47.0;44.0;52.0;63.0;52.0;53.0;61.0;68.0;59.0;61.0;65.0;84.0;69.0;67.0;75.0;79.0;62.0;68.0;72.0;70.0;48.0;59.0;55.0;63.0;68.0;54.0;52.0;56.0;42.0;66.0;59.0;43.0;54.0;60.0;51.0;48.0;50.0;47.0;63.0;55.0;48.0;52.0;50.0;44.0;45.0;41.0;34.0;46.0;42.0;35.0;34.0;45.0;35.0;41.0;30.0;26.0;39.0;23.0;35.0
A;53.0;52.0;41.0;58.0;39.0;47.0;56.0;47.0;47.0;46.0;58.0;58.0;51.0;40.0;40.0;49.0;62.0;66.0;55.0;61.0;57.0;69.0;65.0;60.0;75.0;62.0;71.0;65.0;72.0;59.0;60.0;57.0;46.0;56.0;70.0;65.0;63.0;52.0;61.0;63.0;68.0;54.0;57.0;63.0;61.0;54.0;67.0;47.0;69.0;77.0;52.0;59.0;49.0;50.0;56.0;51.0;48.0;45.0;37.0;41.0;43.0;53.0;34.0;39.0;37.0;40.0;39.0;35.0;31.0;34.0;32.0
A;48.0;48.0;36.0;51.0;59.0;45.0;38.0;48.0;50.0;53.0;41.0;53.0;52.0;57.0;58.0;61.0;61.0;54.0;42.0;67.0;66.0;80.0;62.0;63.0;70.0;85.0;72.0;68.0;78.0;62.0;72.0;83.0;67.0;79.0;67.0;55.0;58.0;50.0;61.0;52.0;57.0;52.0;56.0;68.0;57.0;51.0;48.0;64.0;66.0;50.0;54.0;55.0;48.0;53.0;48.0;41.0;49.0;51.0;61.0;46.0;36.0;46.0;42.0;36.0;36.0;34.0;43.0;37.0;35.0;43.0;26.0
A;39.0;38.0;53.0;63.0;43.0;59.0;42.0;45.0;49.0;42.0;59.0;40.0;58.0;38.0;55.0;54.0;54.0;63.0;61.0;64.0;63.0;64.0;69.0;72.0;81.0;65.0;55.0;69.0;50.0;65.0;62.0;57.0;70.0;52.0;53.0;43.0;50.0;67.0;47.0;49.0;45.0;57.0;60.0;58.0;54.0;65.0;61.0;56.0;49.0;42.0;50.0;43.0;56.0;52.0;42.0;36.0;46.0;40.0;49.0;37.0;44.0;42.0;32.0;43.0;38.0;39.0;39.0;34.0;36.0;26.0;34.0
A;63.0;46.0;46.0;43.0;67.0;42.0;43.0;47.0;64.0;56.0;40.0;52.0;58.0;53.0;48.0;57.0;66.0;48.0;62.0;52.0;72.0;79.0;56.0;60.0;73.0;49.0;65.0;63.0;75.0;73.0;56.0;55.0;66.0;63.0;71.0;67.0;50.0;62.0;48.0;57.0;72.0;55.0;44.0;60.0;51.0;57.0;56.0;48.0;53.0;54.0;50.0;49.0;55.0;51.0;46.0;41.0;51.0;47.0;46.0;34.0;39.0;31.0;40.0;34.0;41.0;30.0;39.0;30.0;35.0;30.0;41.0
A;58.0;51.0;46.0;39.0;49.0;53.0;48.0;48.0;48.0;48.0;47.0;55.0;59.0;58.0;58.0;52.0;50.0;65.0;57.0;59.0;63.0;72.0;73.0;75.0;73.0;62.0;70.0;77.0;65.0;61.0;59.0;55.0;73.0;63.0;52.0;61.0;56.0;56.0;52.0;52.0;47.0;64.0;81.0;48.0;49.0;55.0;53.0;45.0;56.0;61.0;53.0;66.0;50.0;45.0;67.0;45.0;60.0;51.0;39.0;43.0;52.0;42.0;41.0;40.0;46.0;45.0;43.0;34.0;35.0;33.0;44.0
A;47.0;35.0;43.0;51.0;53.0;41.0;42.0;49.0;40.0;44.0;44.0;55.0;48.0;52.0;45.0;77.0;60.0;51.0;54.0;53.0;65.0;63.0;65.0;52.0;64.0;59.0;56.0;74.0;68.0;61.0;64.0;53.0;64.0;55.0;68.0;48.0;57.0;55.0;40.0;64.0;45.0;47.0;47.0;58.0;57.0;57.0;56.0;54.0;57.0;41.0;52.0;43.0;52.0;60.0;60.0;50.0;42.0;44.0;51.0;42.0;38.0;40.0;34.0;34.0;37.0;36.0;28.0;37.0;29.0;27.0;30.0
A;35.0;54.0;46.0;52.0;42.0;41.0;50.0;54.0;49.0;39.0;57.0;51.0;57.0;67.0;48.0;48.0;55.0;68.0;54.0;63.0;60.0;68.0;76.0;62.0;66.0;63.0;69.0;72.0;73.0;74.0;63.0;57.0;60.0;64.0;81.0;67.0;57.0;65.0;53.0;69.0;63.0;73.0;50.0;46.0;61.0;62.0;48.0;60.0;42.0;51.0;58.0;49.0;49.0;59.0;49.0;51.0;49.0;59.0;45.0;34.0;35.0;30.0;31.0;49.0;37.0;38.0;40.0;34.0;32.0;42.0;34.0
