model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;SMX;1;zero;0.76337;0.702182;0.061188;0.765217;0.713043;0.052174;0.160804;Ag La
pls;SMX;2;zero;0.76337;0.597336;0.166034;0.765217;0.608696;0.156522;0.242358;"Ag La; Ag Lb"
pls;SMX;3;zero;0.76337;0.651025;0.112345;0.765217;0.66087;0.104348;0.202969;"Ag La; Ag Lb; Ag ka"
pls;SMX;4;zero;0.76337;0.648323;0.115047;0.765217;0.669565;0.095652;0.201797;"Ag La; Ag Lb; Ag ka; Ag compton"
pls;SMX;5;zero;0.76337;0.658614;0.104756;0.765217;0.686957;0.078261;0.209226;"Ag La; Ag Lb; Ag ka; Ag compton; Zn"
pls;SMX;6;zero;0.76337;0.629213;0.134157;0.765217;0.669565;0.095652;0.211052;"Ag La; Ag Lb; Ag ka; Ag compton; Zn; Fe"
pls;SMX;7;zero;0.76337;0.62324;0.140131;0.765217;0.669565;0.095652;0.210395;"Ag La; Ag Lb; Ag ka; Ag compton; Zn; Fe; Ca"
pls;SMX;8;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.222985;"Ag La; Ag Lb; Ag ka; Ag compton; Zn; Fe; Ca; Bremsstrahlung"
pls;SMX;9;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.223322;"Ag La; Ag Lb; Ag ka; Ag compton; Zn; Fe; Ca; Bremsstrahlung; Cu"
pls;SMX;10;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.226047;"Ag La; Ag Lb; Ag ka; Ag compton; Zn; Fe; Ca; Bremsstrahlung; Cu; background"
pls;SHAP;1;zero;0.76337;0.702182;0.061188;0.765217;0.713043;0.052174;0.160804;Ag La
pls;SHAP;2;zero;0.76337;0.730438;0.032932;0.765217;0.73913;0.026087;0.137715;"Ag La; Ag ka"
pls;SHAP;3;zero;0.76337;0.651025;0.112345;0.765217;0.66087;0.104348;0.202969;"Ag La; Ag ka; Ag Lb"
pls;SHAP;4;zero;0.76337;0.64349;0.11988;0.765217;0.652174;0.113043;0.209866;"Ag La; Ag ka; Ag Lb; Zn"
pls;SHAP;5;zero;0.76337;0.644713;0.118657;0.765217;0.66087;0.104348;0.211411;"Ag La; Ag ka; Ag Lb; Zn; Fe"
pls;SHAP;6;zero;0.76337;0.629213;0.134157;0.765217;0.669565;0.095652;0.211052;"Ag La; Ag ka; Ag Lb; Zn; Fe; Ag compton"
pls;SHAP;7;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.222834;"Ag La; Ag ka; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung"
pls;SHAP;8;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.223343;"Ag La; Ag ka; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung; Cu"
pls;SHAP;9;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.22602;"Ag La; Ag ka; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung; Cu; background"
pls;SHAP;10;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.226047;"Ag La; Ag ka; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung; Cu; background; Ca"
pls;Permutation;1;zero;0.76337;0.70901;0.05436;0.765217;0.704348;0.06087;0.102087;Ag ka
pls;Permutation;2;zero;0.76337;0.730438;0.032932;0.765217;0.73913;0.026087;0.137715;"Ag ka; Ag La"
pls;Permutation;3;zero;0.76337;0.651025;0.112345;0.765217;0.66087;0.104348;0.202969;"Ag ka; Ag La; Ag Lb"
pls;Permutation;4;zero;0.76337;0.64349;0.11988;0.765217;0.652174;0.113043;0.209866;"Ag ka; Ag La; Ag Lb; Zn"
pls;Permutation;5;zero;0.76337;0.644713;0.118657;0.765217;0.66087;0.104348;0.211411;"Ag ka; Ag La; Ag Lb; Zn; Fe"
pls;Permutation;6;zero;0.76337;0.629213;0.134157;0.765217;0.669565;0.095652;0.211052;"Ag ka; Ag La; Ag Lb; Zn; Fe; Ag compton"
pls;Permutation;7;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.222834;"Ag ka; Ag La; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung"
pls;Permutation;8;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.222985;"Ag ka; Ag La; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung; Ca"
pls;Permutation;9;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.223322;"Ag ka; Ag La; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung; Ca; Cu"
pls;Permutation;10;zero;0.76337;0.48212;0.28125;0.765217;0.626087;0.13913;0.226047;"Ag ka; Ag La; Ag Lb; Zn; Fe; Ag compton; Bremsstrahlung; Ca; Cu; background"
